date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_ml,away_ml,home_edge_rw,away_edge_rw
2025-04-25,778184,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium,49.45,41.54,7.9,57.6,0.0,9.2,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,10.21,14.35,10.0,9.73,14.74,7.07,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-137.0,114.0,49.9,38.35
2025-04-25,778181,Colorado Rockies,Cincinnati Reds,Coors Field,50.99,49.21,1.8,55.1,0.0,8.9,15,7.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,25.44,12.1,4.5,9.19,24.81,5.21,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,47.27,42.72
2025-04-25,778172,San Diego Padres,Tampa Bay Rays,Petco Park,68.35,38.56,29.8,56.6,0.0,8.9,1,0.0,1.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,21.08,27.83,8.94,7.5,15.14,8.7,2.22,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,65.56,36.07
2025-04-25,778177,Arizona Diamondbacks,Atlanta Braves,Chase Field,51.24,40.09,11.1,61.0,0.0,9.4,10,2.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.76,18.75,4.73,10.0,1.62,17.36,13.11,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,110.0,-130.0,47.94,35.99
2025-04-25,778175,Seattle Mariners,Miami Marlins,T-Mobile Park,56.0,52.96,3.0,53.5,0.0,8.7,12,4.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,26.22,13.0,10.0,18.92,18.1,8.44,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-303.0,240.0,49.99,52.14
2025-04-25,778178,Athletics,Chicago White Sox,Sutter Health Park,67.38,34.11,33.3,58.0,0.0,9.1,11,6.0,5.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.81,30.0,13.57,10.0,0.54,8.57,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-238.0,195.0,62.1,32.61
2025-04-25,778176,Los Angeles Dodgers,Pittsburgh Pirates,Dodger Stadium,66.55,58.97,7.6,42.7,-8.0,8.1,3,0.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,18.38,24.06,11.11,10.0,24.86,9.11,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-222.0,179.0,63.9,62.8
2025-04-25,778171,San Francisco Giants,Texas Rangers,Oracle Park,61.29,63.47,2.2,32.3,-15.0,7.7,2,0.0,2.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.84,17.75,9.34,12.5,15.68,22.71,14.14,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,58.86,61.35
2025-04-26,778179,Cleveland Guardians,Boston Red Sox,Progressive Field,38.59,38.38,0.2,61.2,0.0,9.6,9,5.0,4.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,9.93,8.63,10.0,8.11,17.7,8.07,4.5,1.0,0.0,0.0,0.0,55.0,55.0,nan,nan,36.49,36.14
2025-04-26,778169,Cleveland Guardians,Boston Red Sox,Progressive Field,45.52,43.6,1.9,59.0,0.0,9.3,10,3.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,11.96,8.87,12.5,14.05,18.23,6.82,4.5,1.0,0.0,0.0,0.0,55.0,55.0,nan,nan,42.6,42.22
2025-04-26,778168,Detroit Tigers,Baltimore Orioles,Comerica Park,55.45,42.88,12.6,58.2,0.0,9.2,7,4.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,15.14,17.54,9.77,10.0,6.49,18.16,8.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,114.0,53.45,38.36
2025-04-26,778180,Detroit Tigers,Baltimore Orioles,Comerica Park,38.89,60.56,21.7,58.9,0.0,9.2,8,6.0,2.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,6.49,13.7,8.2,7.5,21.62,18.95,9.99,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,114.0,36.38,59.7
2025-04-26,778166,Minnesota Twins,Los Angeles Angels,Target Field,47.34,47.86,0.5,56.0,0.0,9.1,6,5.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,12.43,12.95,6.46,12.5,24.32,10.0,9.04,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-133.0,110.0,44.24,51.58
2025-04-26,778164,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium,64.3,38.56,25.7,57.0,0.0,9.0,11,6.0,5.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,23.78,12.52,15.0,10.0,7.57,13.93,7.06,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,66.98,35.1
2025-04-26,778161,Colorado Rockies,Cincinnati Reds,Coors Field,47.06,43.06,4.0,57.4,0.0,9.2,10,4.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,19.46,14.6,0.0,10.0,5.41,22.73,4.92,10.0,1.0,0.0,0.0,0.0,55.0,55.0,165.0,-200.0,44.21,36.19
2025-04-26,778173,Washington Nationals,New York Mets,Nationals Park,41.51,32.83,8.7,61.0,0.0,9.6,2,0.0,2.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,7.25,10.45,10.0,5.41,17.05,5.87,4.5,1.0,0.0,0.0,0.0,55.0,55.0,150.0,-182.0,41.46,29.57
2025-04-26,778159,San Francisco Giants,Texas Rangers,Oracle Park,56.59,54.77,1.8,49.9,0.0,8.6,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,24.86,23.44,0.0,4.5,8.11,21.39,11.96,12.5,0.97,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,54.4,49.84
2025-04-26,778174,Chicago Cubs,Philadelphia Phillies,Wrigley Field,53.93,56.87,2.9,54.7,0.0,8.8,14,4.0,10.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,20.54,14.4,5.99,10.0,23.24,13.95,12.18,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-102.0,-118.0,52.98,59.13
2025-04-26,778165,Athletics,Chicago White Sox,Sutter Health Park,74.51,32.61,41.9,57.8,0.0,9.0,13,3.0,10.0,False,HOME,HOME,0.6363,NO BET,,NO BET,LOSS,NO BET,NO BET,31.89,30.0,5.12,4.5,0.0,10.54,14.57,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-227.0,185.0,73.55,31.18
2025-04-26,778167,Kansas City Royals,Houston Astros,Kauffman Stadium,58.44,47.93,10.5,54.8,0.0,8.8,2,2.0,0.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,23.78,12.23,6.93,12.5,22.7,12.29,8.44,4.5,1.0,0.0,0.0,0.0,55.0,55.0,120.0,-141.0,58.21,50.51
2025-04-26,778162,Arizona Diamondbacks,Atlanta Braves,Chase Field,47.48,49.38,1.9,55.8,0.0,9.0,15,7.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.14,12.81,6.53,10.0,8.65,18.23,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,45.88,47.96
2025-04-26,778160,San Diego Padres,Tampa Bay Rays,Petco Park,48.43,48.6,0.2,55.6,0.0,9.0,5,1.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,19.12,6.04,10.0,8.11,22.03,5.96,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,43.92,41.97
2025-04-26,778163,Los Angeles Dodgers,Pittsburgh Pirates,Dodger Stadium,53.62,39.2,14.4,57.9,0.0,9.2,12,8.0,4.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,17.84,16.68,6.1,10.0,11.89,2.34,14.97,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,220.0,51.48,41.91
2025-04-26,778154,Seattle Mariners,Miami Marlins,T-Mobile Park,37.42,51.81,14.4,58.6,0.0,9.3,14,14.0,0.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,15.43,8.99,10.0,18.38,17.88,8.05,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-250.0,200.0,32.37,50.82
2025-04-27,778153,Washington Nationals,New York Mets,Nationals Park,45.85,34.5,11.4,61.7,0.0,9.6,15,8.0,7.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,13.51,9.38,7.46,12.5,8.11,11.63,7.26,7.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,44.21,32.66
2025-04-27,778156,New York Yankees,Toronto Blue Jays,Yankee Stadium,37.59,68.38,30.8,58.5,0.0,9.1,13,11.0,2.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.54,23.19,3.36,7.5,34.05,12.12,14.71,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,29.92,74.23
2025-04-27,778170,New York Yankees,Toronto Blue Jays,Yankee Stadium,58.78,57.44,1.3,45.5,-8.0,8.4,6,5.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.14,22.27,10.87,7.5,18.38,22.35,12.21,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,56.65,57.37
2025-04-27,778157,Cleveland Guardians,Boston Red Sox,Progressive Field,45.52,38.56,7.0,60.5,0.0,9.5,16,3.0,13.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,11.96,8.87,12.5,3.78,22.96,7.32,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,42.6,33.74
2025-04-27,778155,Detroit Tigers,Baltimore Orioles,Comerica Park,59.98,42.88,17.1,56.1,0.0,9.0,7,7.0,0.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,18.38,14.18,14.42,10.0,6.49,18.16,8.23,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-238.0,190.0,60.85,38.36
2025-04-27,778144,Minnesota Twins,Los Angeles Angels,Target Field,48.96,72.38,23.4,53.1,0.0,8.5,5,5.0,0.0,True,AWAY,AWAY,0.631,NO BET,,NO BET,LOSS,NO BET,NO BET,0.0,18.46,15.0,12.5,31.89,24.58,5.91,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-179.0,145.0,43.87,71.24
2025-04-27,778152,Kansas City Royals,Houston Astros,Kauffman Stadium,60.09,42.63,17.5,56.2,0.0,9.0,10,3.0,7.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,18.38,19.21,15.0,4.5,9.19,17.07,6.37,10.0,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,61.6,38.51
2025-04-27,778150,St. Louis Cardinals,Milwaukee Brewers,Busch Stadium,64.78,53.65,11.1,52.4,0.0,8.5,8,1.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.16,14.92,12.2,12.5,29.73,13.04,6.38,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,64.87,57.06
2025-04-27,778148,Colorado Rockies,Cincinnati Reds,Coors Field,49.6,56.15,6.5,54.5,0.0,8.8,9,1.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,16.44,5.57,10.0,11.35,27.77,4.53,12.5,1.0,0.0,0.0,0.0,55.0,55.0,129.0,-154.0,46.65,48.34
2025-04-27,778151,San Francisco Giants,Texas Rangers,Oracle Park,40.97,39.55,1.4,56.0,0.0,9.3,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,14.72,0.8,10.0,11.35,13.38,4.24,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,36.54,36.29
2025-04-27,778149,Athletics,Chicago White Sox,Sutter Health Park,53.51,48.96,4.5,56.6,0.0,9.0,5,3.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,27.96,3.9,10.0,17.3,12.59,9.07,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,170.0,45.71,48.58
2025-04-27,778145,Los Angeles Dodgers,Pittsburgh Pirates,Dodger Stadium,59.52,39.16,20.4,57.3,0.0,9.1,11,9.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,17.3,19.37,9.85,10.0,11.89,4.39,12.88,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,57.54,40.77
2025-04-27,778146,San Diego Padres,Tampa Bay Rays,Petco Park,72.89,61.66,11.2,34.2,-15.0,7.6,6,2.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,24.86,26.87,10.66,7.5,14.59,22.57,12.0,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,71.66,57.96
2025-04-27,778147,Arizona Diamondbacks,Atlanta Braves,Chase Field,65.65,29.66,36.0,59.5,0.0,9.3,10,6.0,4.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,18.38,22.54,11.73,10.0,0.54,13.8,7.82,7.5,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,63.57,25.69
2025-04-27,778136,Seattle Mariners,Miami Marlins,T-Mobile Park,39.51,57.84,18.3,57.4,0.0,9.1,13,7.0,6.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,0.0,21.04,5.47,10.0,22.16,16.92,11.26,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,120.0,32.02,58.82
2025-04-27,778158,Chicago Cubs,Philadelphia Phillies,Wrigley Field,49.11,51.11,2.0,55.2,0.0,8.9,4,1.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.19,12.8,14.12,10.0,15.14,11.11,14.86,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,48.2,52.18
2025-04-28,778138,Washington Nationals,New York Mets,Nationals Park,42.32,29.98,12.3,61.8,0.0,9.7,24,5.0,19.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,11.89,6.98,10.45,10.0,3.78,13.04,5.66,7.5,1.0,0.0,0.0,0.0,55.0,55.0,145.0,-175.0,42.59,26.36
2025-04-28,778139,Cleveland Guardians,Minnesota Twins,Progressive Field,42.81,36.87,5.9,59.7,0.0,9.5,12,1.0,11.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.81,8.16,8.34,12.5,2.16,18.31,11.9,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,41.12,34.15
2025-04-28,778140,Baltimore Orioles,New York Yankees,Oriole Park at Camden Yards,70.7,29.44,41.3,59.1,0.0,9.2,7,4.0,3.0,True,HOME,HOME,0.6268,NO BET,,NO BET,WIN,NO BET,NO BET,28.11,17.44,12.15,10.0,4.32,12.7,4.92,7.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,72.28,25.84
2025-04-28,778141,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,58.86,56.54,2.3,45.2,-8.0,8.3,4,3.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,18.92,12.22,15.0,10.0,22.7,16.85,4.77,12.5,1.01,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,60.52,54.27
2025-04-28,778143,Texas Rangers,Athletics,Globe Life Field,60.33,51.93,8.4,55.0,0.0,8.8,3,1.0,2.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,24.86,14.08,5.89,12.5,18.38,17.76,3.29,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,59.57,48.04
2025-04-28,778142,Houston Astros,Detroit Tigers,Daikin Park,47.57,60.36,12.8,54.7,0.0,8.8,13,8.0,5.0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,9.19,17.52,7.86,10.0,21.08,17.37,9.41,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,43.73,58.81
2025-04-28,778137,Colorado Rockies,Atlanta Braves,Coors Field,52.24,57.59,5.4,53.6,0.0,8.7,9,3.0,6.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.3,13.86,8.08,10.0,23.24,18.17,6.18,10.0,1.0,0.0,0.0,0.0,55.0,55.0,145.0,-175.0,51.26,56.29
2025-04-28,778132,Los Angeles Dodgers,Miami Marlins,Dodger Stadium,45.63,37.92,7.7,59.1,0.0,9.4,13,7.0,6.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,29.92,5.21,7.5,20.0,4.95,2.97,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,225.0,36.54,38.56
2025-04-29,778129,Cleveland Guardians,Minnesota Twins,Progressive Field,61.61,37.84,23.8,59.1,0.0,9.2,3,2.0,1.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,22.7,12.6,10.81,12.5,3.24,17.14,12.96,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,114.0,62.07,35.95
2025-04-29,778133,Baltimore Orioles,New York Yankees,Oriole Park at Camden Yards,59.31,30.21,29.1,60.0,0.0,9.4,18,3.0,15.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,23.24,14.38,11.19,7.5,0.0,13.47,6.74,10.0,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-161.0,61.19,25.08
2025-04-29,778135,Pittsburgh Pirates,Chicago Cubs,PNC Park,36.47,48.03,11.6,60.9,0.0,9.5,9,0.0,9.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.78,9.31,10.38,10.0,12.97,15.56,15.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,34.27,49.3
2025-04-29,778131,Philadelphia Phillies,Washington Nationals,Citizens Bank Park,30.2,26.28,3.9,65.7,0.0,10.1,13,7.0,6.0,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,WIN,1.62,16.26,4.82,4.5,4.32,13.95,3.51,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,26.01,22.97
2025-04-29,778128,Tampa Bay Rays,Kansas City Royals,George M. Steinbrenner Field,45.12,48.75,3.6,56.6,0.0,9.1,4,1.0,3.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,16.41,5.44,10.0,14.59,24.16,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-161.0,135.0,41.17,42.26
2025-04-29,778127,Toronto Blue Jays,Boston Red Sox,Rogers Centre,43.04,50.37,7.3,58.7,0.0,9.2,12,2.0,10.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,14.01,10.62,10.0,14.59,16.52,11.76,7.5,1.0,0.0,0.0,0.0,55.0,55.0,120.0,-141.0,40.02,49.88
2025-04-29,778130,New York Mets,Arizona Diamondbacks,Citi Field,43.88,41.96,1.9,58.0,0.0,9.3,11,8.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,14.59,11.47,4.82,10.0,10.27,12.57,6.62,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,120.0,42.06,38.52
2025-04-29,778125,Chicago White Sox,Milwaukee Brewers,Rate Field,68.63,43.84,24.8,55.0,0.0,8.8,9,2.0,7.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,25.95,17.74,9.44,12.5,0.54,30.0,3.3,10.0,1.0,0.0,0.0,0.0,55.0,55.0,220.0,-278.0,68.09,33.51
2025-04-29,778122,Texas Rangers,Athletics,Globe Life Field,52.98,50.61,2.4,56.1,0.0,9.0,17,15.0,2.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,9.73,15.25,15.0,10.0,27.57,15.54,0.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,51.77,50.17
2025-04-29,778124,Houston Astros,Detroit Tigers,Daikin Park,52.39,44.66,7.7,56.4,0.0,9.1,10,6.0,4.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.22,16.5,9.17,7.5,16.76,11.82,3.58,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-115.0,-105.0,51.58,42.07
2025-04-29,778120,Colorado Rockies,Atlanta Braves,Coors Field,54.57,50.08,4.5,54.5,0.0,8.8,10,2.0,8.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,25.41,16.16,0.0,10.0,11.89,24.03,4.16,10.0,1.0,0.0,0.0,0.0,55.0,55.0,179.0,-222.0,52.64,44.12
2025-04-29,778121,Seattle Mariners,Los Angeles Angels,T-Mobile Park,44.44,50.92,6.5,56.6,0.0,9.1,8,5.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,13.5,9.49,12.5,10.81,17.61,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,40.54,50.16
2025-04-29,778126,San Diego Padres,San Francisco Giants,Petco Park,61.86,48.91,13.0,54.1,0.0,8.7,11,7.0,4.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,16.76,17.1,15.0,10.0,12.43,17.4,9.08,10.0,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,61.74,46.15
2025-04-29,778123,Los Angeles Dodgers,Miami Marlins,Dodger Stadium,62.14,30.7,31.4,59.6,0.0,9.3,17,15.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,18.92,23.62,4.1,12.5,9.19,0.51,11.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-208.0,170.0,57.03,32.23
2025-04-30,778134,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,67.71,48.4,19.3,54.7,0.0,8.7,6,0.0,6.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,27.03,18.77,9.24,10.0,3.78,19.86,15.0,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,67.92,44.64
2025-04-30,778119,Cincinnati Reds,St. Louis Cardinals,Great American Ball Park,41.07,61.11,20.0,57.6,0.0,9.0,10,1.0,9.0,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,6.49,14.86,6.91,10.0,15.14,30.0,8.78,7.5,1.01,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,37.1,56.38
2025-04-30,778110,Houston Astros,Detroit Tigers,Daikin Park,56.52,58.93,2.4,44.2,-8.0,8.3,11,4.0,7.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,19.46,19.28,7.28,7.5,25.95,15.5,4.98,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,55.2,57.8
2025-04-30,778102,Colorado Rockies,Atlanta Braves,Coors Field,56.79,54.28,2.5,53.0,0.0,8.7,3,2.0,1.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,19.46,20.81,3.52,10.0,6.49,26.91,13.38,7.5,1.0,0.0,0.0,0.0,55.0,55.0,229.0,-294.0,53.22,49.63
2025-04-30,778109,Los Angeles Dodgers,Miami Marlins,Dodger Stadium,54.2,43.08,11.1,56.7,0.0,9.1,19,12.0,7.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.14,20.16,5.9,10.0,17.3,4.0,11.78,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,50.47,45.71
2025-04-30,778104,Seattle Mariners,Los Angeles Angels,T-Mobile Park,58.91,57.43,1.5,43.9,-8.0,8.3,12,9.0,3.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,18.92,15.53,8.96,12.5,16.22,17.05,11.66,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,57.25,55.48
2025-04-30,778105,San Diego Padres,San Francisco Giants,Petco Park,69.83,36.62,33.2,57.0,0.0,9.0,8,5.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,30.27,16.27,10.29,10.0,7.57,19.05,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,71.71,29.91
2025-04-30,778116,Cleveland Guardians,Minnesota Twins,Progressive Field,53.91,33.9,20.0,61.0,0.0,9.5,6,4.0,2.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,18.92,16.4,5.59,10.0,4.32,17.49,7.59,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,51.95,30.73
2025-04-30,778115,Baltimore Orioles,New York Yankees,Oriole Park at Camden Yards,75.59,24.43,51.2,60.1,0.0,9.2,9,5.0,4.0,True,HOME,HOME,0.639,NO BET,,NO BET,WIN,NO BET,NO BET,28.11,22.45,12.03,10.0,0.0,10.46,6.47,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,75.8,20.87
2025-04-30,778112,Pittsburgh Pirates,Chicago Cubs,PNC Park,42.67,25.58,17.1,63.1,0.0,9.8,7,4.0,3.0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET,10.81,10.61,8.25,10.0,0.0,16.02,5.06,4.5,1.0,0.0,0.0,0.0,55.0,55.0,145.0,-175.0,41.14,21.16
2025-04-30,778118,Philadelphia Phillies,Washington Nationals,Citizens Bank Park,72.65,30.86,41.8,58.5,0.0,9.1,9,7.0,2.0,True,HOME,HOME,0.6316,NO BET,,NO BET,WIN,NO BET,NO BET,28.65,18.66,9.84,12.5,0.0,11.59,9.27,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-250.0,200.0,72.58,26.91
2025-04-30,778113,Tampa Bay Rays,Kansas City Royals,George M. Steinbrenner Field,52.33,37.45,14.9,58.5,0.0,9.3,3,0.0,3.0,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,9.19,15.14,15.0,10.0,0.0,17.65,7.3,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,140.0,51.03,30.52
2025-04-30,778114,Toronto Blue Jays,Boston Red Sox,Rogers Centre,43.04,47.06,4.0,59.0,0.0,9.3,13,7.0,6.0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,14.01,10.62,10.0,18.38,14.23,4.45,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,40.02,45.25
2025-04-30,778117,New York Mets,Arizona Diamondbacks,Citi Field,28.93,40.79,11.9,62.2,0.0,9.8,7,3.0,4.0,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,13.43,0.0,12.5,11.35,9.53,7.41,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,21.18,38.61
